userId,equipmentId,categoryId,rating
6799efc04cdea7cacc1eb066,679b540e17fca2c652426303,67a3617fda651203f0063170,3
67a752b5a4d20a323e34f08d,679b4d36446604c0bd09703f,67a36194da651203f0063173,4
67a75378a4d20a323e34f09b,67a363c3da651203f00631ac,67a36145da651203f0063167,2
67a752b5a4d20a323e34f08d,67a363c3da651203f00631ac,67a36145da651203f0063167,2
6799efc04cdea7cacc1eb066,67a36a3cafa12e00c89b5779,67a36194da651203f0063173,1
67a7526ca4d20a323e34f087,67a36b58afa12e00c89b577d,6799e4674ed7b7945257ee09,2
67a7526ca4d20a323e34f087,67a36b58afa12e00c89b577d,67a3615bda651203f006316a,3
67a752f9a4d20a323e34f093,679c994806bc99d191a368d0,6799e4874ed7b7945257ee12,4
67a75378a4d20a323e34f09b,67a2f12abf9f5581d325b37b,6799e47f4ed7b7945257ee0f,3
67a7526ca4d20a323e34f087,67a3692cafa12e00c89b5775,67a3615bda651203f006316a,3
67a75295a4d20a323e34f08a,67a36b58afa12e00c89b577d,67a3616ada651203f006316d,2
67a75378a4d20a323e34f09b,67a3692cafa12e00c89b5775,67a3615bda651203f006316a,4
67a75295a4d20a323e34f08a,67a365ec7d635e1eac849085,6799e4674ed7b7945257ee09,3
67a7526ca4d20a323e34f087,679c994806bc99d191a368d0,67a36145da651203f0063167,5
67a753e5a4d20a323e34f09e,679b540e17fca2c652426303,6799e4744ed7b7945257ee0c,4
67a75295a4d20a323e34f08a,67a363c3da651203f00631ac,6799e4744ed7b7945257ee0c,2
679c4a26ccf9d35b18a7db13,679b53ba17fca2c652426291,67a3617fda651203f0063170,3
67a752daa4d20a323e34f090,67a2f12abf9f5581d325b37b,67a3615bda651203f006316a,3
67a752b5a4d20a323e34f08d,679b53ba17fca2c652426291,6799e4744ed7b7945257ee0c,3
67a75295a4d20a323e34f08a,67a3692cafa12e00c89b5775,67a3617fda651203f0063170,5
67a7526ca4d20a323e34f087,67a36b58afa12e00c89b577d,67a3615bda651203f006316a,3
67a75295a4d20a323e34f08a,67a3692cafa12e00c89b5775,6799e4874ed7b7945257ee12,1
67a7526ca4d20a323e34f087,67a363c3da651203f00631ac,67a3616ada651203f006316d,3
67a752f9a4d20a323e34f093,67a36a3cafa12e00c89b5779,67a3617fda651203f0063170,2
67a752daa4d20a323e34f090,67a36b58afa12e00c89b577d,6799e4874ed7b7945257ee12,4
67a752b5a4d20a323e34f08d,67a3692cafa12e00c89b5775,6799e4744ed7b7945257ee0c,2
67a75295a4d20a323e34f08a,679b4d36446604c0bd09703f,6799e4874ed7b7945257ee12,5
67a753e5a4d20a323e34f09e,67a363c3da651203f00631ac,6799e4874ed7b7945257ee12,2
67a75378a4d20a323e34f09b,67a365ec7d635e1eac849085,67a3617fda651203f0063170,2
67a75295a4d20a323e34f08a,679b4d36446604c0bd09703f,67a36145da651203f0063167,4
6799efc04cdea7cacc1eb066,679c994806bc99d191a368d0,6799e4874ed7b7945257ee12,2
67a75295a4d20a323e34f08a,679b4d36446604c0bd09703f,6799e4874ed7b7945257ee12,5
67a7526ca4d20a323e34f087,67a365ec7d635e1eac849085,67a36194da651203f0063173,3
67a752f9a4d20a323e34f093,67a36b58afa12e00c89b577d,67a3616ada651203f006316d,2
67a75378a4d20a323e34f09b,67a36a3cafa12e00c89b5779,67a36194da651203f0063173,4
67a75295a4d20a323e34f08a,67a363c3da651203f00631ac,6799e4744ed7b7945257ee0c,3
67a75378a4d20a323e34f09b,67a3692cafa12e00c89b5775,67a3615bda651203f006316a,1
67a75378a4d20a323e34f09b,67a365ec7d635e1eac849085,67a3615bda651203f006316a,4
67a75378a4d20a323e34f09b,679b53ba17fca2c652426291,6799e4874ed7b7945257ee12,2
67a7526ca4d20a323e34f087,67a2f12abf9f5581d325b37b,67a36194da651203f0063173,3
67a752f9a4d20a323e34f093,67a365ec7d635e1eac849085,67a36145da651203f0063167,2
67a75378a4d20a323e34f09b,679c994806bc99d191a368d0,67a3615bda651203f006316a,4
679c4a26ccf9d35b18a7db13,67a3692cafa12e00c89b5775,67a3616ada651203f006316d,4
67a752b5a4d20a323e34f08d,679b4d36446604c0bd09703f,67a3616ada651203f006316d,1
67a7526ca4d20a323e34f087,679b540e17fca2c652426303,6799e47f4ed7b7945257ee0f,3
679c4a26ccf9d35b18a7db13,679b53ba17fca2c652426291,67a3615bda651203f006316a,3
67a75378a4d20a323e34f09b,679b53ba17fca2c652426291,6799e47f4ed7b7945257ee0f,2
67a752b5a4d20a323e34f08d,679b53ba17fca2c652426291,6799e4674ed7b7945257ee09,2
679c4a26ccf9d35b18a7db13,67a365ec7d635e1eac849085,67a3615bda651203f006316a,3
67a752daa4d20a323e34f090,67a36a3cafa12e00c89b5779,67a36194da651203f0063173,4
67a7526ca4d20a323e34f087,67a36b58afa12e00c89b577d,67a36194da651203f0063173,5
67a7526ca4d20a323e34f087,679b4d36446604c0bd09703f,6799e4744ed7b7945257ee0c,5
67a752b5a4d20a323e34f08d,67a36a3cafa12e00c89b5779,67a36145da651203f0063167,3
67a752f9a4d20a323e34f093,67a363c3da651203f00631ac,67a36145da651203f0063167,2
67a753e5a4d20a323e34f09e,679c994806bc99d191a368d0,6799e4744ed7b7945257ee0c,1
67a75378a4d20a323e34f09b,67a3692cafa12e00c89b5775,67a3615bda651203f006316a,2
67a753e5a4d20a323e34f09e,679b540e17fca2c652426303,6799e4674ed7b7945257ee09,2
67a7526ca4d20a323e34f087,67a363c3da651203f00631ac,67a3616ada651203f006316d,3
6799efc04cdea7cacc1eb066,67a2f12abf9f5581d325b37b,67a3615bda651203f006316a,5
67a752f9a4d20a323e34f093,67a3692cafa12e00c89b5775,67a3615bda651203f006316a,4
679c4a26ccf9d35b18a7db13,67a36b58afa12e00c89b577d,67a36194da651203f0063173,3
67a7526ca4d20a323e34f087,679b4d36446604c0bd09703f,6799e4744ed7b7945257ee0c,4
67a753e5a4d20a323e34f09e,679b53ba17fca2c652426291,67a3616ada651203f006316d,2
67a7526ca4d20a323e34f087,67a365ec7d635e1eac849085,67a36145da651203f0063167,1
67a752b5a4d20a323e34f08d,67a363c3da651203f00631ac,67a3617fda651203f0063170,1
67a752f9a4d20a323e34f093,679b53ba17fca2c652426291,6799e4674ed7b7945257ee09,3
679c4a26ccf9d35b18a7db13,67a363c3da651203f00631ac,67a36194da651203f0063173,2
67a752daa4d20a323e34f090,679b4d36446604c0bd09703f,67a36145da651203f0063167,5
67a75295a4d20a323e34f08a,679b53ba17fca2c652426291,6799e4874ed7b7945257ee12,4
67a752b5a4d20a323e34f08d,679b540e17fca2c652426303,67a3617fda651203f0063170,4
67a753e5a4d20a323e34f09e,679c994806bc99d191a368d0,67a36194da651203f0063173,4
67a753e5a4d20a323e34f09e,67a2f12abf9f5581d325b37b,67a3615bda651203f006316a,3
67a7526ca4d20a323e34f087,67a363c3da651203f00631ac,67a36145da651203f0063167,3
67a752b5a4d20a323e34f08d,67a363c3da651203f00631ac,67a3617fda651203f0063170,2
67a75295a4d20a323e34f08a,679c994806bc99d191a368d0,67a36145da651203f0063167,5
67a752b5a4d20a323e34f08d,679b4d36446604c0bd09703f,67a36194da651203f0063173,4
67a752daa4d20a323e34f090,679c994806bc99d191a368d0,67a3615bda651203f006316a,3
67a752f9a4d20a323e34f093,679b540e17fca2c652426303,6799e4674ed7b7945257ee09,1
67a752b5a4d20a323e34f08d,67a365ec7d635e1eac849085,67a36145da651203f0063167,3
67a75295a4d20a323e34f08a,679b4d36446604c0bd09703f,67a3616ada651203f006316d,1
679c4a26ccf9d35b18a7db13,679c994806bc99d191a368d0,67a36194da651203f0063173,2
6799efc04cdea7cacc1eb066,67a3692cafa12e00c89b5775,67a3617fda651203f0063170,5
679c4a26ccf9d35b18a7db13,679c994806bc99d191a368d0,67a36194da651203f0063173,5
679c4a26ccf9d35b18a7db13,67a3692cafa12e00c89b5775,6799e4874ed7b7945257ee12,3
67a7526ca4d20a323e34f087,67a365ec7d635e1eac849085,67a36194da651203f0063173,2
67a752daa4d20a323e34f090,67a2f12abf9f5581d325b37b,67a3617fda651203f0063170,3
67a752b5a4d20a323e34f08d,679b53ba17fca2c652426291,6799e4874ed7b7945257ee12,2
6799efc04cdea7cacc1eb066,679c994806bc99d191a368d0,6799e4674ed7b7945257ee09,1
67a7526ca4d20a323e34f087,67a363c3da651203f00631ac,67a36145da651203f0063167,2
67a75295a4d20a323e34f08a,679c994806bc99d191a368d0,6799e47f4ed7b7945257ee0f,1
67a752b5a4d20a323e34f08d,679c994806bc99d191a368d0,6799e4874ed7b7945257ee12,3
679c4a26ccf9d35b18a7db13,67a365ec7d635e1eac849085,67a3617fda651203f0063170,2
